USERPROFILE_HISTORY_ID,USERPROFILE_ID,ACCESSCATALYST,OLD_VALUE,NEW_VALUE,MODIFIED,REASON,MODIFIEDBY,CHANGED_BY,CHANGED_DATE,CHANGED_BY_DEPUTY,CHANGE_TYPE,VALID_FROM,APPROVED_BY,RECORD_NUMBER,VALID_TO,IS_TIMELINE,APPROVED_ON,REASON_FOR_CHANGE_IN_VALUE,CHANGED_BY_ROLE,PRIMARY_RECORD,APPROVED_BY_DEPUTY,CHANGE_FROM_COMMON_TYPE,CHANGE_FROM_PROCESS_ID,INTEGRATION_ID,INTEGRATION_VERSION,INTEGRATION_TYPE,INTEGRATION_MODE
250,3,13,Python,Java,2024-02-05 13:07:16,Profile value updated from 'Python' to 'Java' for role alignment.,daniel71,212,2024-02-05 13:07:16,665,2,2024-01-11,812,250,2024-03-22,0,2024-02-10 13:07:16,Profile value updated from 'Python' to 'Java' for role alignment.,9,630,452,1,20,0,0,0,0
251,3,13,Power BI,SQL,2023-02-19 13:07:16,Profile value updated from 'Power BI' to 'SQL' for role alignment.,kcooper,664,2023-02-19 13:07:16,553,4,2023-01-16,972,251,2023-07-12,1,2023-03-06 13:07:16,Profile value updated from 'Power BI' to 'SQL' for role alignment.,7,11,658,7,78,0,0,0,0
252,3,13,Java,Python,2023-10-01 13:07:17,Profile value updated from 'Java' to 'Python' for role alignment.,richardsonmichael,183,2023-10-01 13:07:17,210,2,2023-07-14,417,252,2023-10-31,0,2023-10-16 13:07:17,Profile value updated from 'Java' to 'Python' for role alignment.,10,100,889,5,76,0,0,0,0
253,3,14,PMP,AWS Certified,2023-12-04 13:07:18,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,cooperterry,761,2023-12-04 13:07:18,97,2,2023-11-24,365,253,2024-05-06,0,2023-12-26 13:07:18,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,4,297,810,1,69,0,0,0,0
254,3,14,SQL,Python,2024-01-21 13:07:19,Profile value updated from 'SQL' to 'Python' for role alignment.,portega,987,2024-01-21 13:07:19,567,2,2023-11-04,145,254,2024-05-19,1,2024-02-05 13:07:19,Profile value updated from 'SQL' to 'Python' for role alignment.,1,785,919,8,77,0,0,0,0
255,3,15,Azure Fundamentals,Scrum Master,2022-12-21 13:07:20,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,icastillo,987,2022-12-21 13:07:20,875,1,2022-11-14,798,255,2023-03-19,0,2022-12-26 13:07:20,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,4,113,383,6,7,0,0,0,0
256,3,15,Excel,Power BI,2023-08-10 13:07:20,Profile value updated from 'Excel' to 'Power BI' for role alignment.,jonesderrick,550,2023-08-10 13:07:20,425,2,2023-07-09,349,256,2024-01-27,1,2023-08-13 13:07:20,Profile value updated from 'Excel' to 'Power BI' for role alignment.,4,673,257,8,60,0,0,0,0
257,3,16,AWS Certified,PMP,2024-01-18 13:07:21,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,ucarlson,30,2024-01-18 13:07:21,518,5,2023-12-06,22,257,2024-05-30,1,2024-02-11 13:07:21,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,2,978,822,10,70,0,0,0,0
258,3,17,Python,Power BI,2023-02-28 13:07:22,Profile value updated from 'Python' to 'Power BI' for role alignment.,gthomas,769,2023-02-28 13:07:22,87,4,2022-11-20,686,258,2023-04-21,0,2023-03-04 13:07:22,Profile value updated from 'Python' to 'Power BI' for role alignment.,9,440,621,7,73,0,0,0,0
259,3,17,Scrum Master,AWS Certified,2024-01-25 13:07:23,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,moorerebecca,831,2024-01-25 13:07:23,398,5,2023-11-10,389,259,2024-04-17,1,2024-02-17 13:07:23,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,5,393,554,1,49,0,0,0,0
260,3,17,Photography,Hiking,2023-06-28 13:07:24,Profile value updated from 'Photography' to 'Hiking' for role alignment.,kevin41,16,2023-06-28 13:07:24,601,1,2023-06-16,539,260,2023-11-09,1,2023-07-26 13:07:24,Profile value updated from 'Photography' to 'Hiking' for role alignment.,6,409,904,9,76,0,0,0,0
261,3,20,Scrum Master,PMP,2023-03-14 13:07:24,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,marshmarvin,811,2023-03-14 13:07:24,107,3,2023-01-19,981,261,2023-07-11,1,2023-03-15 13:07:24,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,8,931,765,9,73,0,0,0,0
262,3,20,Hiking,Photography,2023-02-15 13:07:26,Profile value updated from 'Hiking' to 'Photography' for role alignment.,melindamanning,72,2023-02-15 13:07:26,968,5,2023-01-20,21,262,2023-07-01,0,2023-03-05 13:07:26,Profile value updated from 'Hiking' to 'Photography' for role alignment.,8,815,949,10,41,0,0,0,0
263,3,21,AWS Certified,PMP,2023-03-08 13:07:27,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,harrisjoseph,172,2023-03-08 13:07:27,99,2,2022-12-19,289,263,2023-05-09,1,2023-04-02 13:07:27,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,10,455,819,5,20,0,0,0,0
264,3,21,Photography,Cycling,2023-07-02 13:07:27,Profile value updated from 'Photography' to 'Cycling' for role alignment.,christinephillips,818,2023-07-02 13:07:27,142,5,2023-06-22,314,264,2023-08-03,0,2023-07-17 13:07:27,Profile value updated from 'Photography' to 'Cycling' for role alignment.,6,802,776,9,91,0,0,0,0
265,3,22,Running,Cycling,2023-08-19 13:07:28,Profile value updated from 'Running' to 'Cycling' for role alignment.,thomasdenise,297,2023-08-19 13:07:28,860,1,2023-06-05,596,265,2023-10-27,1,2023-09-09 13:07:28,Profile value updated from 'Running' to 'Cycling' for role alignment.,4,380,400,9,59,0,0,0,0
266,3,24,PMP,AWS Certified,2023-06-06 13:07:29,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,erica98,513,2023-06-06 13:07:29,441,5,2023-05-03,765,266,2023-09-25,1,2023-06-20 13:07:29,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,1,223,951,6,70,0,0,0,0
267,3,24,PMP,AWS Certified,2023-01-14 13:07:29,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,emilysosa,166,2023-01-14 13:07:29,186,2,2022-12-01,395,267,2023-07-01,0,2023-01-21 13:07:29,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,7,974,56,4,42,0,0,0,0
268,3,25,Scrum Master,AWS Certified,2024-02-11 13:07:30,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,lvaldez,529,2024-02-11 13:07:30,497,5,2023-12-21,764,268,2024-03-31,0,2024-03-02 13:07:30,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,9,274,21,2,9,0,0,0,0
269,3,25,Cycling,Hiking,2023-12-16 13:07:31,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,kathrynmoore,175,2023-12-16 13:07:31,500,5,2023-11-24,883,269,2024-04-26,1,2024-01-11 13:07:31,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,1,53,420,2,70,0,0,0,0
270,3,30,Cycling,Running,2023-03-15 13:07:32,Profile value updated from 'Cycling' to 'Running' for role alignment.,arthur80,7,2023-03-15 13:07:32,706,3,2023-02-10,759,270,2023-06-25,1,2023-03-16 13:07:32,Profile value updated from 'Cycling' to 'Running' for role alignment.,7,943,154,4,49,0,0,0,0
271,3,32,Running,Photography,2023-10-06 13:07:33,Profile value updated from 'Running' to 'Photography' for role alignment.,angelaclark,964,2023-10-06 13:07:33,669,1,2023-08-07,204,271,2024-03-26,0,2023-10-15 13:07:33,Profile value updated from 'Running' to 'Photography' for role alignment.,8,905,708,10,49,0,0,0,0
272,3,32,Azure Fundamentals,Scrum Master,2023-12-06 13:07:33,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,megannguyen,533,2023-12-06 13:07:33,123,5,2023-11-07,450,272,2024-03-20,0,2023-12-26 13:07:33,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,4,651,44,1,63,0,0,0,0
273,3,35,Cycling,Photography,2023-07-28 13:07:34,Profile value updated from 'Cycling' to 'Photography' for role alignment.,ambernichols,682,2023-07-28 13:07:34,366,3,2023-07-12,807,273,2023-08-31,0,2023-08-24 13:07:34,Profile value updated from 'Cycling' to 'Photography' for role alignment.,8,460,896,6,34,0,0,0,0
274,3,35,Scrum Master,AWS Certified,2023-05-01 13:07:35,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,martinezmichael,390,2023-05-01 13:07:35,199,1,2023-03-25,630,274,2023-08-23,1,2023-05-07 13:07:35,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,5,972,593,9,45,0,0,0,0
275,3,35,Azure Fundamentals,Scrum Master,2023-11-15 13:07:36,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,michael30,359,2023-11-15 13:07:36,823,1,2023-10-16,497,275,2024-05-09,0,2023-12-15 13:07:36,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,8,595,433,2,49,0,0,0,0
276,3,37,SQL,Java,2023-01-21 13:07:37,Profile value updated from 'SQL' to 'Java' for role alignment.,lucasjonathan,525,2023-01-21 13:07:37,917,4,2022-11-22,687,276,2023-05-19,1,2023-02-06 13:07:37,Profile value updated from 'SQL' to 'Java' for role alignment.,8,752,805,5,15,0,0,0,0
277,3,37,SQL,Java,2024-03-14 13:07:38,Profile value updated from 'SQL' to 'Java' for role alignment.,jean18,598,2024-03-14 13:07:38,427,4,2024-01-20,95,277,2024-04-27,1,2024-04-11 13:07:38,Profile value updated from 'SQL' to 'Java' for role alignment.,3,348,568,6,57,0,0,0,0
278,3,39,Photography,Running,2023-03-23 13:07:38,Profile value updated from 'Photography' to 'Running' for role alignment.,gsimon,548,2023-03-23 13:07:38,49,3,2023-02-23,703,278,2023-09-02,0,2023-03-28 13:07:38,Profile value updated from 'Photography' to 'Running' for role alignment.,9,289,353,6,70,0,0,0,0
279,3,39,Excel,SQL,2023-06-08 13:07:39,Profile value updated from 'Excel' to 'SQL' for role alignment.,wallskevin,663,2023-06-08 13:07:39,180,3,2023-04-07,524,279,2023-09-24,1,2023-06-23 13:07:39,Profile value updated from 'Excel' to 'SQL' for role alignment.,6,949,256,6,98,0,0,0,0
280,3,39,Scrum Master,AWS Certified,2023-09-12 13:07:40,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,shepardjennifer,132,2023-09-12 13:07:40,225,1,2023-08-07,545,280,2024-01-18,1,2023-09-19 13:07:40,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,5,783,500,5,24,0,0,0,0
281,3,43,Azure Fundamentals,Scrum Master,2024-01-06 13:07:41,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,gberry,843,2024-01-06 13:07:41,923,1,2023-11-09,721,281,2024-03-27,0,2024-01-25 13:07:41,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,8,723,662,4,35,0,0,0,0
282,3,46,PMP,AWS Certified,2023-08-01 13:07:42,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,jontorres,709,2023-08-01 13:07:42,609,4,2023-04-29,171,282,2024-01-19,1,2023-08-09 13:07:42,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,3,87,47,7,77,0,0,0,0
283,3,47,Photography,Hiking,2023-08-16 13:07:42,Profile value updated from 'Photography' to 'Hiking' for role alignment.,vangelizabeth,507,2023-08-16 13:07:42,943,5,2023-05-17,774,283,2023-11-02,1,2023-09-08 13:07:42,Profile value updated from 'Photography' to 'Hiking' for role alignment.,8,413,595,10,41,0,0,0,0
284,3,47,Excel,SQL,2023-09-11 13:07:43,Profile value updated from 'Excel' to 'SQL' for role alignment.,eddienguyen,755,2023-09-11 13:07:43,397,5,2023-07-23,9,284,2023-11-25,1,2023-09-16 13:07:43,Profile value updated from 'Excel' to 'SQL' for role alignment.,9,27,90,3,60,0,0,0,0
285,3,47,Scrum Master,AWS Certified,2023-07-08 13:07:44,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,tmason,783,2023-07-08 13:07:44,325,4,2023-06-27,308,285,2023-09-11,1,2023-08-05 13:07:44,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,7,813,690,8,79,0,0,0,0
286,3,50,Scrum Master,PMP,2023-03-18 13:07:45,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,justin91,863,2023-03-18 13:07:45,970,5,2023-02-23,589,286,2023-05-19,0,2023-03-27 13:07:45,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,4,361,69,8,76,0,0,0,0
287,3,52,Running,Hiking,2024-01-19 13:07:45,Profile value updated from 'Running' to 'Hiking' for role alignment.,nancy76,269,2024-01-19 13:07:45,396,4,2023-10-23,133,287,2024-04-06,0,2024-02-05 13:07:45,Profile value updated from 'Running' to 'Hiking' for role alignment.,2,353,256,10,57,0,0,0,0
288,3,52,Cycling,Running,2024-02-22 13:07:46,Profile value updated from 'Cycling' to 'Running' for role alignment.,cindy39,704,2024-02-22 13:07:46,847,5,2023-11-23,613,288,2024-05-25,1,2024-02-25 13:07:46,Profile value updated from 'Cycling' to 'Running' for role alignment.,8,187,596,7,74,0,0,0,0
289,3,52,Python,Power BI,2022-11-21 13:07:46,Profile value updated from 'Python' to 'Power BI' for role alignment.,irwinjonathan,485,2022-11-21 13:07:46,283,1,2022-10-31,199,289,2023-01-25,1,2022-11-22 13:07:46,Profile value updated from 'Python' to 'Power BI' for role alignment.,10,497,811,8,81,0,0,0,0
290,3,54,Excel,Java,2023-06-05 13:07:47,Profile value updated from 'Excel' to 'Java' for role alignment.,rebecca81,104,2023-06-05 13:07:47,662,5,2023-05-12,718,290,2023-10-14,0,2023-06-20 13:07:47,Profile value updated from 'Excel' to 'Java' for role alignment.,5,403,860,1,98,0,0,0,0
291,3,55,Scrum Master,AWS Certified,2023-07-08 13:07:48,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,stevensjavier,478,2023-07-08 13:07:48,349,4,2023-05-02,842,291,2023-08-09,0,2023-07-31 13:07:48,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,4,636,507,5,42,0,0,0,0
292,3,56,Cycling,Running,2024-02-11 13:07:49,Profile value updated from 'Cycling' to 'Running' for role alignment.,stephen48,794,2024-02-11 13:07:49,569,1,2023-12-16,251,292,2024-04-13,1,2024-03-10 13:07:49,Profile value updated from 'Cycling' to 'Running' for role alignment.,2,479,628,3,38,0,0,0,0
293,3,56,Photography,Cycling,2023-01-11 13:07:50,Profile value updated from 'Photography' to 'Cycling' for role alignment.,grantkatherine,688,2023-01-11 13:07:50,741,5,2022-11-28,401,293,2023-03-03,1,2023-01-21 13:07:50,Profile value updated from 'Photography' to 'Cycling' for role alignment.,7,178,862,5,73,0,0,0,0
294,3,57,AWS Certified,PMP,2023-02-15 13:07:51,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,sbraun,300,2023-02-15 13:07:51,112,5,2022-11-30,127,294,2023-06-22,0,2023-03-16 13:07:51,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,6,251,791,10,64,0,0,0,0
295,3,57,Running,Cycling,2023-06-14 13:07:52,Profile value updated from 'Running' to 'Cycling' for role alignment.,david87,111,2023-06-14 13:07:52,781,2,2023-04-19,614,295,2023-10-13,1,2023-06-27 13:07:52,Profile value updated from 'Running' to 'Cycling' for role alignment.,6,223,827,4,29,0,0,0,0
296,3,57,Photography,Cycling,2024-02-19 13:07:53,Profile value updated from 'Photography' to 'Cycling' for role alignment.,wayne63,306,2024-02-19 13:07:53,83,2,2023-12-06,888,296,2024-06-21,1,2024-02-26 13:07:53,Profile value updated from 'Photography' to 'Cycling' for role alignment.,1,330,437,5,29,0,0,0,0
297,3,59,Photography,Hiking,2023-12-15 13:07:53,Profile value updated from 'Photography' to 'Hiking' for role alignment.,oliverstephanie,543,2023-12-15 13:07:53,826,5,2023-10-14,931,297,2024-06-02,1,2023-12-16 13:07:53,Profile value updated from 'Photography' to 'Hiking' for role alignment.,3,883,826,3,90,0,0,0,0
298,3,59,Java,Python,2023-12-02 13:07:54,Profile value updated from 'Java' to 'Python' for role alignment.,nguyenjennifer,544,2023-12-02 13:07:54,582,5,2023-09-30,98,298,2024-03-24,0,2023-12-20 13:07:54,Profile value updated from 'Java' to 'Python' for role alignment.,10,901,764,5,38,0,0,0,0
299,3,59,AWS Certified,Azure Fundamentals,2023-07-19 13:07:59,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,mary70,563,2023-07-19 13:07:59,386,2,2023-05-15,551,299,2023-09-12,1,2023-08-13 13:07:59,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,7,117,182,2,19,0,0,0,0
300,3,60,Scrum Master,AWS Certified,2023-04-26 13:08:00,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,tracy68,184,2023-04-26 13:08:00,571,5,2023-01-25,686,300,2023-09-01,1,2023-05-17 13:08:00,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,9,634,693,9,98,0,0,0,0
301,3,61,Power BI,Python,2023-07-01 13:08:01,Profile value updated from 'Power BI' to 'Python' for role alignment.,twilliams,233,2023-07-01 13:08:01,333,3,2023-05-10,723,301,2023-10-05,1,2023-07-13 13:08:01,Profile value updated from 'Power BI' to 'Python' for role alignment.,6,907,998,9,38,0,0,0,0
302,3,63,PMP,AWS Certified,2024-05-01 13:08:02,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,oharrison,225,2024-05-01 13:08:02,813,5,2024-02-20,150,302,2024-07-27,0,2024-05-10 13:08:02,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,2,622,734,5,10,0,0,0,0
303,3,63,Java,Excel,2023-06-12 13:08:03,Profile value updated from 'Java' to 'Excel' for role alignment.,brentharris,393,2023-06-12 13:08:03,617,5,2023-03-19,963,303,2023-08-30,1,2023-06-29 13:08:03,Profile value updated from 'Java' to 'Excel' for role alignment.,4,217,243,8,12,0,0,0,0
304,3,63,Java,Python,2022-12-09 13:08:04,Profile value updated from 'Java' to 'Python' for role alignment.,adamskimberly,661,2022-12-09 13:08:04,915,2,2022-10-24,187,304,2023-04-25,0,2023-01-04 13:08:04,Profile value updated from 'Java' to 'Python' for role alignment.,8,264,242,2,13,0,0,0,0
305,3,64,Hiking,Running,2023-03-17 13:08:04,Profile value updated from 'Hiking' to 'Running' for role alignment.,susan19,466,2023-03-17 13:08:04,204,2,2023-02-28,810,305,2023-05-07,0,2023-04-13 13:08:04,Profile value updated from 'Hiking' to 'Running' for role alignment.,6,336,133,6,2,0,0,0,0
306,3,64,Power BI,Excel,2023-12-30 13:08:05,Profile value updated from 'Power BI' to 'Excel' for role alignment.,elizabethcoleman,146,2023-12-30 13:08:05,679,5,2023-11-18,709,306,2024-03-22,0,2024-01-08 13:08:05,Profile value updated from 'Power BI' to 'Excel' for role alignment.,1,88,811,6,2,0,0,0,0
307,3,64,Power BI,SQL,2024-03-07 13:08:06,Profile value updated from 'Power BI' to 'SQL' for role alignment.,natasha22,183,2024-03-07 13:08:06,939,2,2023-12-14,303,307,2024-08-11,0,2024-03-18 13:08:06,Profile value updated from 'Power BI' to 'SQL' for role alignment.,4,801,587,9,43,0,0,0,0
308,3,65,Running,Hiking,2023-10-08 13:08:06,Profile value updated from 'Running' to 'Hiking' for role alignment.,hclark,134,2023-10-08 13:08:06,333,3,2023-09-15,714,308,2024-03-16,1,2023-10-11 13:08:06,Profile value updated from 'Running' to 'Hiking' for role alignment.,6,230,81,6,25,0,0,0,0
309,3,65,PMP,AWS Certified,2023-04-04 13:08:07,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,thomas41,717,2023-04-04 13:08:07,21,2,2023-02-13,485,309,2023-09-18,1,2023-05-01 13:08:07,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,6,65,658,3,12,0,0,0,0
310,3,69,AWS Certified,PMP,2023-09-03 13:08:08,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,david10,18,2023-09-03 13:08:08,314,5,2023-06-06,739,310,2023-11-28,0,2023-09-27 13:08:08,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,1,439,503,6,67,0,0,0,0
311,3,69,Cycling,Running,2024-05-01 13:08:09,Profile value updated from 'Cycling' to 'Running' for role alignment.,ashleyruiz,366,2024-05-01 13:08:09,864,1,2024-02-14,35,311,2024-07-08,0,2024-05-14 13:08:09,Profile value updated from 'Cycling' to 'Running' for role alignment.,10,483,95,6,12,0,0,0,0
312,3,71,Hiking,Running,2022-11-27 13:08:10,Profile value updated from 'Hiking' to 'Running' for role alignment.,mary05,613,2022-11-27 13:08:10,681,2,2022-11-14,355,312,2023-05-20,0,2022-12-01 13:08:10,Profile value updated from 'Hiking' to 'Running' for role alignment.,5,664,453,5,48,0,0,0,0
313,3,72,Java,Power BI,2024-02-03 13:08:11,Profile value updated from 'Java' to 'Power BI' for role alignment.,bbrown,121,2024-02-03 13:08:11,748,5,2023-11-04,227,313,2024-05-08,1,2024-02-13 13:08:11,Profile value updated from 'Java' to 'Power BI' for role alignment.,5,240,107,7,5,0,0,0,0
314,3,74,Python,Power BI,2023-01-23 13:08:12,Profile value updated from 'Python' to 'Power BI' for role alignment.,jaredproctor,747,2023-01-23 13:08:12,126,3,2022-11-04,566,314,2023-03-06,0,2023-02-20 13:08:12,Profile value updated from 'Python' to 'Power BI' for role alignment.,3,313,457,6,69,0,0,0,0
315,3,74,Azure Fundamentals,AWS Certified,2024-03-09 13:08:13,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,jonesdavid,831,2024-03-09 13:08:13,79,1,2024-01-13,761,315,2024-04-16,0,2024-03-23 13:08:13,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,5,839,16,1,63,0,0,0,0
316,3,75,Azure Fundamentals,Scrum Master,2023-05-04 13:08:13,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,michael30,568,2023-05-04 13:08:13,528,5,2023-04-15,317,316,2023-09-02,0,2023-05-05 13:08:13,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,7,38,90,2,49,0,0,0,0
317,3,75,Python,Excel,2022-12-19 13:08:14,Profile value updated from 'Python' to 'Excel' for role alignment.,dchavez,60,2022-12-19 13:08:14,563,5,2022-12-07,49,317,2023-05-19,0,2022-12-31 13:08:14,Profile value updated from 'Python' to 'Excel' for role alignment.,5,38,609,5,34,0,0,0,0
318,3,75,Java,Python,2023-11-21 13:08:15,Profile value updated from 'Java' to 'Python' for role alignment.,cburke,352,2023-11-21 13:08:15,461,4,2023-09-13,753,318,2024-01-31,0,2023-12-05 13:08:15,Profile value updated from 'Java' to 'Python' for role alignment.,6,961,564,10,39,0,0,0,0
319,3,76,Python,Excel,2024-03-23 13:08:15,Profile value updated from 'Python' to 'Excel' for role alignment.,olsonamy,633,2024-03-23 13:08:15,718,1,2023-12-15,92,319,2024-06-30,1,2024-04-04 13:08:15,Profile value updated from 'Python' to 'Excel' for role alignment.,2,134,515,6,46,0,0,0,0
320,3,76,Excel,Python,2024-03-07 13:08:16,Profile value updated from 'Excel' to 'Python' for role alignment.,asmith,368,2024-03-07 13:08:16,400,4,2024-02-08,553,320,2024-04-30,1,2024-03-31 13:08:16,Profile value updated from 'Excel' to 'Python' for role alignment.,2,124,481,7,23,0,0,0,0
321,3,76,AWS Certified,PMP,2023-10-12 13:08:16,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,amanda19,415,2023-10-12 13:08:16,438,3,2023-09-21,992,321,2024-03-27,1,2023-11-11 13:08:16,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,6,526,518,4,72,0,0,0,0
322,3,79,Excel,SQL,2023-04-13 13:08:17,Profile value updated from 'Excel' to 'SQL' for role alignment.,edwardsheather,210,2023-04-13 13:08:17,63,2,2023-03-06,510,322,2023-06-30,0,2023-04-16 13:08:17,Profile value updated from 'Excel' to 'SQL' for role alignment.,6,711,299,7,77,0,0,0,0
323,3,84,Java,Python,2023-09-24 13:08:18,Profile value updated from 'Java' to 'Python' for role alignment.,jaredrichards,86,2023-09-24 13:08:18,453,3,2023-08-03,472,323,2024-01-15,0,2023-10-14 13:08:18,Profile value updated from 'Java' to 'Python' for role alignment.,8,709,982,7,1,0,0,0,0
324,3,84,Power BI,Python,2024-01-18 13:08:19,Profile value updated from 'Power BI' to 'Python' for role alignment.,jacqueline08,582,2024-01-18 13:08:19,662,5,2023-10-16,134,324,2024-06-14,1,2024-01-24 13:08:19,Profile value updated from 'Power BI' to 'Python' for role alignment.,9,213,984,5,54,0,0,0,0
325,3,85,Scrum Master,PMP,2023-03-21 13:08:20,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,crystal38,227,2023-03-21 13:08:20,831,5,2022-12-20,367,325,2023-05-19,0,2023-03-29 13:08:20,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,5,376,594,7,73,0,0,0,0
326,3,88,Java,Excel,2023-03-22 13:08:20,Profile value updated from 'Java' to 'Excel' for role alignment.,sparker,621,2023-03-22 13:08:20,903,2,2023-03-03,353,326,2023-08-07,0,2023-04-02 13:08:20,Profile value updated from 'Java' to 'Excel' for role alignment.,5,298,187,9,83,0,0,0,0
327,3,88,Running,Photography,2023-03-03 13:08:21,Profile value updated from 'Running' to 'Photography' for role alignment.,michaelmoran,161,2023-03-03 13:08:21,330,3,2022-12-06,524,327,2023-05-21,1,2023-03-16 13:08:21,Profile value updated from 'Running' to 'Photography' for role alignment.,1,56,5,10,53,0,0,0,0
328,3,88,Photography,Running,2023-12-28 13:08:22,Profile value updated from 'Photography' to 'Running' for role alignment.,connie34,23,2023-12-28 13:08:22,323,3,2023-09-21,289,328,2024-06-05,0,2023-12-29 13:08:22,Profile value updated from 'Photography' to 'Running' for role alignment.,4,211,870,5,99,0,0,0,0
329,3,89,PMP,Azure Fundamentals,2023-10-19 13:08:22,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,anthony35,826,2023-10-19 13:08:22,48,3,2023-08-30,126,329,2024-02-11,0,2023-10-20 13:08:22,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,2,984,165,6,56,0,0,0,0
330,3,91,Hiking,Running,2024-01-22 13:08:23,Profile value updated from 'Hiking' to 'Running' for role alignment.,cohensarah,646,2024-01-22 13:08:23,122,1,2023-12-07,939,330,2024-05-08,0,2024-02-08 13:08:23,Profile value updated from 'Hiking' to 'Running' for role alignment.,3,64,459,8,82,0,0,0,0
331,3,92,Python,Java,2024-03-08 13:08:24,Profile value updated from 'Python' to 'Java' for role alignment.,tamara17,17,2024-03-08 13:08:24,130,3,2024-01-17,782,331,2024-05-17,1,2024-03-14 13:08:24,Profile value updated from 'Python' to 'Java' for role alignment.,6,413,724,4,93,0,0,0,0
332,3,92,Photography,Running,2023-03-06 13:08:25,Profile value updated from 'Photography' to 'Running' for role alignment.,okennedy,342,2023-03-06 13:08:25,721,1,2023-01-02,507,332,2023-06-20,1,2023-03-18 13:08:25,Profile value updated from 'Photography' to 'Running' for role alignment.,3,597,773,1,85,0,0,0,0
333,3,94,Java,Excel,2023-12-06 13:08:26,Profile value updated from 'Java' to 'Excel' for role alignment.,garciaaustin,65,2023-12-06 13:08:26,571,5,2023-10-08,724,333,2024-02-23,0,2024-01-02 13:08:26,Profile value updated from 'Java' to 'Excel' for role alignment.,1,956,64,1,13,0,0,0,0
